"","usageKey","countryCode","stateProvince","locality","decimalLatitude","decimalLongitude","eventDate","recordedBy","image","institutionID","collection_id","sex","preservation","bodypart","localisation","order","family","genus","canonicalName","authorship"
"106","m1","FR","Provence-Alpes-Côte d'Azur ","Bouche du Rhone Saintes-Maries-de-la-Mer ","43.5042","4.46441","1960-07-02","",NA,"INPN",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"107","m1","FR","Provence-Alpes-Côte d'Azur ","Var Agay ","43.43","6.86","","",NA,"Caillol (1919)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"108","m1","FR","Provence-Alpes-Côte d'Azur ","Var Cavalaire ","43.17","6.53","","",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"109","m1","FR","Provence-Alpes-Côte d'Azur ","Var Fréjus ","43.47199","6.76368","1960-06-01","",NA,"INPN",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"110","m1","FR","Provence-Alpes-Côte d'Azur ","Var Fréjus ","43.47199","6.76368","1950-07-23","",NA,"INPN",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"111","m1","FR","Provence-Alpes-Côte d'Azur ","Var Fréjus ","43.08365","6.11959","1987-06-23","",NA,"INPN",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"112","m1","FR","Provence-Alpes-Côte d'Azur ","Var Hyères , presqu’ile de Giens ","43.04","6.13","","",NA,"Caillol (1919)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"113","m1","FR","Provence-Alpes-Côte d'Azur ","Var Le Lavandou ","43.13","6.36","","J. Obenberger",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"114","m1","FR","Provence-Alpes-Côte d'Azur ","Var Saint Raphael ","43.42","6.75","","",NA,"Caillol (1919)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"115","m1","GR","Crete ","Crete Iraklion env. Ammoudara ","35.33","25.06","","",NA,"Svhila (2005)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"116","m1","GR","Crete ","Kissamos env. ","35.5","23.64","1980-06-03/1980-06-05","Bily, Brodsky ",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"117","m1","GR","Dodecanese ","Kos  ","36.89","27.29","","",NA,"Kubisz & Iwan (2020)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"118","m1","GR","Dodecanese ","Kos Marnari ","36.87","27.14","2001-05-8/2001-05-12","Švec",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"119","m1","GR","Dodecanese ","Rhodes Psinthos Notio Aigaio","37.27","28.17","1991-07-09","",NA,"GBIF",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"120","m1","GR","Dodecanese  ","Rhodes Trianda ","36.42","28.15","","",NA,"MVR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"121","m1","GR","Ionian islands ","Kerkyra ","39.66","19.75","1979-06-01","S. Tolsgaard",NA,"Vazquez database",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"122","m1","GR","Ionian islands ","Kerkyra A. Georgios - L. Korission","39.44","19.9","2003-06-19/2003-06-27","K. Schön",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"123","m1","GR","Ionian islands ","Zakynthos ","37.77","20.89","","",NA,"Whitehead (1997)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"124","m1","GR","Kyklades ","Naxos Naxos ","37.03","25.58","","",NA,"Oertzen (1886)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"125","m1","GR","Kyklades ","Naxos Naxos ","37.03","25.58","","",NA,"Horion (1956)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"126","m1","GR","Peloponnese ","Achaia Kalogria ","38.13","21.37","1993-05-14","P. Jelinek",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"127","m1","GR","Peloponnese ","Achaia Killini beach.Termalbad ","37.87","21.1","1986-06-02","Probst",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"128","m1","GR","Peloponnese ","Ilia Pyrgos, Kaïafa, Dytiki ","37.51","21.59","1962-05-19","J. L. Nicolas",NA,"Vazquez database",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"129","m1","IL"," ","Bat Yam ","32","34.73","1919-04-20","Bitinsky-Salz",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"130","m1","IL"," ","Tel Aviv ","32.11","34.78","","",NA,"MVR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"131","m1","IT","Puglia ","Foggia Gargano Torre Spinale","41.93","16.08","","",NA,"Angelini (1987)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"132","m1","IT","Puglia ","Foggia Isola Varano ","41.91","15.69","2014-04-01","",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"133","m1","IT","Puglia ","Foggia, Rodi Garganico, lido Chalet sul Mare","41.921667","15.8325","2022-06-28","V. Filippini D. Lucente",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"134","m1","IT","Puglia ","Lecce Casalabate ","40.49","18.11","","",NA,"Coll. Angelini",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"135","m1","IT","Puglia ","Lecce Gallipoli ","40.06","17.99","","",NA,"Magistretti (1962a)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"136","m1","IT","Puglia ","Taranto Chiatona ","40.51","17.06","","",NA,"MZUCT",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"137","m1","IT","Puglia ","Taranto S. Pietro Bevagna ","40.3","17.68","","",NA,"Coll. Angelini",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"138","m1","IT","Puglia ","Taranto, Massafra, Chiatona","40.470556","16.948889","2022-07-03","V. Filippini D. Lucente",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"139","m1","IT","Basilicata ","Matera Policoro ","40.18","16.71","","",NA,"Coll. Angelini",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"140","m1","IT","Basilicata ","Matera Policoro Casco Pantano Res. 5 Km","40.16","16.69","2006-06-17","P. Kresl",NA,"NMPC",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"141","m1","IT","Basilicata ","Matera Sinni River (mouth probably) ","40.15","16.68","","",NA,"Magistretti (1962a)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"142","m1","IT","Calabria ","Catanzaro Nicotera marina duna ","38.53","15.93","1989-06-13","P. Audisio",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"143","m1","IT","Calabria ","Cosenza Foce F. Crati ","39.7","16.52","","",NA,"Magistretti (1962a)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"144","m1","IT","Calabria ","Cosenza Verbicaro-Lao ","39.77","15.79","","B. Palm",NA,"Vazquez database",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"145","m1","IT","Calabria ","Reggio Calabria Brancaleone litorale","37.96","16.1","","",NA,"Petagna (1787)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"146","m1","IT","Campania ","Caserta Foce F. Garigliano ","41.22","13.76","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"147","m1","IT","Campania ","Caserta Foce F. Volturno ","41.02","13.92","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"148","m1","IT","Campania ","Caserta L. del Fusaro ","40.82","14.04","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"149","m1","IT","Campania ","Caserta L. di Patria ","40.93","14.01","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"150","m1","IT","Campania ","Caserta, Castel Volturno","40.923056","14.019444","2022-07-01","V. Filippini D. Lucente",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"151","m1","IT","Campania ","Caserta, Lido Bikini","41.014167","13.935556","2022-07-01","V. Filippini D. Lucente",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"152","m1","IT","Campania ","Salerno Battipaglia Spineta Nuova","40.57","14.88","","",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"153","m1","IT","Campania ","Salerno foci del fiume Mingardo ","40.03","15.31","1991-07-24","P. Audisio",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"154","m1","IT","Lazio ","Latina Circeo Caprolace dunes","41.34","12.96","1977-07-16","M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"155","m1","IT","Lazio ","Latina Circeo Caprolace dunes","41.34","12.96","1977-07-16","M. Bologna",NA,"MZUR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"156","m1","IT","Lazio ","Latina Circeo Torre Paola dune","41.24","13.03","1977-05-27","M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"157","m1","IT","Lazio ","Latina Gaeta ","41.21","13.56","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"158","m1","IT","Lazio ","Latina Lago Coprolace ","41.34","12.96","1978-06-08","G. Carpaneto",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"159","m1","IT","Lazio ","Latina Lago Lungo ","41.27","13.39","","",NA,"MZUCT",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"160","m1","IT","Lazio ","Latina Minturno ","41.24","13.73","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"161","m1","IT","Lazio ","Latina Sabaudia ","41.29","13.01","2021-06-01","E. Capogna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"162","m1","IT","Lazio ","Latina Sabaudia ","41.29","13.01","","",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"163","m1","IT","Lazio ","Latina Sabaudia Sacremento","41.33","12.98","2003-05-18","S. Carloni",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"164","m1","IT","Lazio ","Latina Sacremento Duna Lago di Coprolace","41.34","12.96","2002-06-08","S. Carloni",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"165","m1","IT","Lazio ","Latina Sperlonga ","41.26","13.41","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"166","m1","IT","Lazio ","Roma Castel Porziano Duna ""0 Bis""","41.69","12.35","1997-05-23","F. De Salvo, M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"167","m1","IT","Lazio ","Roma Castel Porziano Duna ""1""","41.69","12.35","1997-05-23","F. De Salvo, M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"168","m1","IT","Lazio ","Roma Castel Porziano Duna ""2C""","41.69","12.35","1997-05-23","F. De Salvo, M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"169","m1","IT","Lazio ","Roma Fiumicino ","41.78","12.22","","",NA,"MZUR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"170","m1","IT","Lazio ","Roma Focene ","41.8","12.21","","",NA,"Bologna (1981)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"171","m1","IT","Lazio ","Roma Fregene ","41.85","12.18","","",NA,"Binaghi (1964)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"172","m1","IT","Lazio ","Roma Ladispoli Torre Flavia, dune","41.96","12.04","2021-06-19/2021-07-01","E. Silvia, De Michelis",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"173","m1","IT","Lazio ","Roma Maccarese ","41.87","12.18","","",NA,"MZUR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"174","m1","IT","Lazio ","Roma Torvaianica Sabbie d'Oro","41.57","12.5","1969-07-07","Colonnelli",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"175","m1","IT","Lazio ","Montalto di Castro ","42.33","11.57","2021-06-22","E. Capogna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"176","m1","IT","Lazio ","Viterbo Tarquinia Spiaggia","42.21","11.7","","",NA,"MZUR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"177","m1","IT","Sardegna ","Porto Ferro Beach","40.68","8.2","2021-06-22/2021-06-25","M. A. Bologna, A. Riccieri",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"178","m1","IT","Sardegna ","Nuoro Bosa ","40.28","8.48","","",NA,"Magistretti (1967), Giffi (1991), Montalto & Bologna (2011)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"179","m1","IT","Sardegna ","Nuoro Capo Comino  ","40.54","9.79","2004-06-27/2004-07-03","Cornacchia-Scaglioni",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"180","m1","IT","Sardegna ","Nuoro Capo Comino Baronia","40.54","9.79","2001-07-01","",NA,"Montalto & Bologna (2011)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"181","m1","IT","Sardegna ","Nuoro, La Caletta, Spiaggia S'Arenarju","40.600278","9.751389","2022-06-17","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"182","m1","IT","Sardegna ","Nuoro, Lotzorai, Spiaggia di Isula Manna","39.956389","9.684722","2022-06-16","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"183","m1","IT","Sardegna ","Nuoro, Siniscola, Spiaggia di Capo Comino","40.541944","9.798056","2022-06-17","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"184","m1","IT","Sardegna ","Olbia Tempio Pausania Golfo Aranci ","40.99","9.62","","",NA,"Magistretti (1942, 1967), Giffi (1991), Bologna & Montalto (2011)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"185","m1","IT","Sardegna ","Narbolia, Is Arenas, camping Nurapolis","40.06","8.46","2021-06-24","M. A. Bologna, A. Riccieri",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"186","m1","IT","Sardegna ","Oristano Pistis ","39.68946167","8.451855","2009-06-03","",NA,"inaturalist",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"187","m1","IT","Sardegna ","Sassari  S. Teresa ","41.23","9.18","1968-06","Palm",NA,"Vazquez database",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"188","m1","IT","Sardegna ","Sassari Alghero  La Nurra, Porto Ferro","40.68","8.2","1999-07-04","",NA,"Montalto & Bologna, 2011",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"189","m1","IT","Sardegna ","Sassari Isola Rossa Porto Torres","40.97514696","8.855401576","2020-06-06","",NA,"inaturalist",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"190","m1","IT","Sardegna ","Sassari Platamona ","40.81","8.47","2004-07-03","",NA,"MVR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"191","m1","IT","Sardegna ","Sassari Porto Torres Marina di Sorso","40.82","8.54","2021-08-05","N. Patelli",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"192","m1","IT","Sardegna ","Sassari Porto Torres Marina di Sorso","40.82","8.54","2021-08-05","N. Patelli",NA,"coll. Poloni",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"193","m1","IT","Sardegna ","Sassari Santa Teresa di Gallura ","41.24","9.18","2012-06-23","",NA,"FNM",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"194","m1","IT","Sardegna ","Sassari Sorso ","40.82","8.54","","",NA,"Magistretti (1967)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"195","m1","IT","Sardegna ","Sud Sardegna Arbus dune di Scivu","39.49","8.41","2013-06-16","",NA,"FEI",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"196","m1","IT","Sardegna ","Sud Sardegna Arbus Marina di Arbus","39.6","8.47","2006-07-14","",NA,"Montalto & Bologna (2011)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"197","m1","IT","Sardegna ","Sud Sardegna Arbus Piscinas","39.54","8.44","2004-06-10","",NA,"Montalto & Bologna (2011)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"198","m1","IT","Sardegna ","Sud Sardegna Arbus Piscinas","39.54","8.44","2006-05-25","",NA,"Montalto & Bologna (2011)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"199","m1","IT","Sardegna ","Sud Sardegna Buggerru foce Rio Mannu, dune","39.43","8.41","2004-06-14","G. Nardi, D. Birtele, P. Cerretti, M. Tisato, D. Whitmore, ",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"200","m1","IT","Sardegna ","Sud Sardegna Is. di San Pietro ","39.14","8.27","1985-06-18","",NA,"MVR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"201","m1","IT","Sardegna ","Sud Sardegna Isola di S. Antioco Calasetta","39.08","8.35","2017-05-27","R. Rattu",NA,"coll. Poloni",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"202","m1","IT","Sardegna ","Sud Sardinia, Arbus, Spiaggia di Piscinas","39.540833","8.449167","2022-06-16","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"203","m1","IT","Sardegna ","Sud Sardinia, Buggerru, Spiaggia di Portixeddu","39.441111","8.411389","2022-06-15","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"204","m1","IT","Sardegna ","Sud Sardinia, Teulada, Spiaggia di Porto Pino","39.441111","8.616944","2022-06-15","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"205","m1","IT","Sardegna ","Sud Sardinia, Villaputzu, Spiaggia Foxi de sa Carina","39.424444","9.625278","2022-06-16","A. Riccieri, V. Filippini, E. Erbani",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"206","m1","IT","Sicilia ","Caltanissetta, Sikania Resort, a N di Marina di Butera","37.1","14.09","2022-06-27","M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"207","m1","IT","Sicilia ","Messina Bauso ","38.24","15.42","","",NA,"Vitale (1906)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"208","m1","IT","Sicilia ","Messina Foce Corsari ","38.29","15.55","","",NA,"MVR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"209","m1","IT","Sicilia ","Messina Ganzirri ","38.25","15.6","","",NA,"Vitale (1904)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"210","m1","IT","Sicilia ","Messina Rodia ","38.27","15.47","","",NA,"Vitale (1906)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"211","m1","IT","Sicilia ","Messina Tarantonio ","38.25","15.46","","",NA,"Vitale (1906)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"212","m1","IT","Sicilia ","Messina Torre del faro ","38.26","15.65","","",NA,"Vitale (1904, 1906)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"213","m1","IT","Sicilia ","Messina Villafranca ","38.24","15.42","","",NA,"MZUR",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"214","m1","IT","Sicilia ","Palemo Isola delle femmine ","38.2","13.24","","",NA,"Arnone & Vazquez (1998)",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"215","m1","IT","Sicilia ","Palermo Palermo (Scopello) ","38.07","12.81","","R. Alliata",NA,"Vazquez database",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"216","m1","IT","Sicilia ","Punta Braccetto","36.83","14.45","2021-06-12","M. A. Bologna, C. Marangoni",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
"217","m1","IT","Sicilia ","Ragusa, Ippar, Scoglitti, Dune. ","36.87","14.43","2022-06-27","M. Bologna",NA,"MAB",NA,NA,NA,NA,NA,"Coleoptera","Oedemeridae","Stenostoma","Stenostoma rostratum","(Fabricius, 1787)"
