"id","family","subfamily","tribe","genus","subgenus","species","subspecies","usage_key","det","typus","num_m","num_f","num_nosex","nation","region","location","altitude","lat","long","given_lat","given_long","date","collector","biog_reg","source","record_type","notes","collection_id","stage","preservation","localisation","tax_order","author_year"
99,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Corsica","Pietrosella, Plage de Mare è Sole","",NA,NA,41.8125,"8.773056","18_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
100,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Corsica","Propriano, Plage du Robinson","",NA,NA,41.6475,"8.873611","18_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
101,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Corsica","Venzloasca, Plage de Cap Sud","",NA,NA,42.5125,"9.531944","19_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
103,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Charente M. Royan ","",NA,NA,45.62,"-1.05","","","palaearctic","Magistretti (1942)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
104,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Charente M. Saint-Georges-d'Oléron ","",NA,NA,45.97605,"-1.32386","11_06_2004","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
105,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Charente M. Saint-Trojan-les-Bains ","",NA,NA,45.83277,"-1.22543","28_06_2018","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
107,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Gironde Cap Ferret, Gironde ","",NA,NA,44.79,"-1.23","26_06_1959","P. Ardö","palaearctic","Vazquez database","specimen","Museum of Zoology and Entomology, Lund University","","","","","Coleoptera","(Fabricius, 1787)"
110,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Landes Moliets-et-Maa ","",NA,NA,43.85863,"-1.36103","15_06_2007","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
111,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Landes Plage de Messanges ","",NA,NA,43.214,"-1.405","24_07_2011","","palaearctic","inaturalist","photo","","","","","","Coleoptera","(Fabricius, 1787)"
112,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Nouvelle-Aquitaine","Landes Seignosse ","",NA,NA,43.71232,"-1.43425","05_07_1994","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
113,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Occitanie","Aude Leucate ","",NA,NA,42.89955,"3.02594","20_07_2019","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
114,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Occitanie","Hérault Beziers ","",NA,NA,43.25,"3.31","","","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
117,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Occitanie","Perpignan Canet-en-Roussillon ","",NA,NA,42.6839,"3.01091","01_08_1958","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
119,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Alpes Maritimes Golfe-Juan ","",NA,NA,43.56,"7.08","","","palaearctic","Caillol (1919)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
120,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Bouche du Rhone Camargue, les Saintes-Maries-de-la Mer, ","",NA,NA,43.5,"4.46","","","palaearctic","Caillol, (1919)","specimen","On Eryngium maritimum","","","","","Coleoptera","(Fabricius, 1787)"
121,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Bouche du Rhone Saintes-Maries-de-la-Mer ","",NA,NA,43.5042,"4.46441","13_06_1997","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
122,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Bouche du Rhone Saintes-Maries-de-la-Mer ","",NA,NA,43.5042,"4.46441","02_07_1960","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
123,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Agay ","",NA,NA,43.43,"6.86","","","palaearctic","Caillol (1919)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
124,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Cavalaire ","",NA,NA,43.17,"6.53","","","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
125,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Fréjus ","",NA,NA,43.47199,"6.76368","01_06_1960","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
126,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Fréjus ","",NA,NA,43.47199,"6.76368","23_07_1950","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
127,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Hyères ","",NA,NA,43.08365,"6.11959","23_06_1987","","palaearctic","INPN","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
128,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Hyères , presqu’ile de Giens ","",NA,NA,43.04,"6.13","","","palaearctic","Caillol (1919)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
129,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Le Lavandou ","",NA,NA,43.13,"6.36","","J. Obenberger","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
130,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"France","Provence-Alpes-Côte d'Azur","Var Saint Raphael ","",NA,NA,43.42,"6.75","","","palaearctic","Caillol (1919)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
135,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Crete","Crete Iraklion env. Ammoudara ","",NA,NA,35.33,"25.06","","","palaearctic","Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
136,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Crete","Kissamos env. ","",NA,NA,35.5,"23.64","3-5_6_1980","Bily, Brodsky ","palaearctic","NMPC; Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
137,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Dodecanese","Kos  ","",NA,NA,36.89,"27.29","","","palaearctic","Kubisz & Iwan (2020)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
138,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Dodecanese","Kos Marnari ","",NA,NA,36.87,"27.14","8-12_5_2001","Švec","palaearctic","NMPC;  Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
139,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Dodecanese","Rhodes Psinthos Notio Aigaio","",NA,NA,37.27,"28.17","09_07_1991","","palaearctic","GBIF","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
141,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Dodecanese ","Rhodes Trianda ","",NA,NA,36.42,"28.15","","","palaearctic","MVR; Schatzmayr (1941), Bologna (1981)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
142,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Ionian islands","Kerkyra ","",NA,NA,39.66,"19.75","01_06_1979","S. Tolsgaard","palaearctic","Vazquez database","specimen","Zoological Museum University Copenhagen","","","","","Coleoptera","(Fabricius, 1787)"
143,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Ionian islands","Kerkyra A. Georgios - L. Korission","",NA,NA,39.44,"19.9","19-27_6_2003","K. Schön","palaearctic","NMPC; Švhila (2005), Kubisz & Iwan (2020)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
144,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Ionian islands","Zakynthos ","",NA,NA,37.77,"20.89","","","palaearctic","Whitehead (1997)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
146,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Kyklades","Naxos Naxos ","",NA,NA,37.03,"25.58","","","palaearctic","Oertzen (1886), Horion (1956)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
147,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Peloponnese","Achaia Kalogria ","",NA,NA,38.13,"21.37","14_05_1993","P. Jelinek","palaearctic","NMPC; Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
148,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Peloponnese","Achaia Killini beach.Termalbad ","",NA,NA,37.87,"21.1","02_06_1986","Probst","palaearctic","NMPC; Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
150,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Greece","Peloponnese","Ilia Pyrgos, Kaïafa, Dytiki ","",NA,NA,37.51,"21.59","19_05_1962","J. L. Nicolas","palaearctic","Vazquez database","specimen","Coll. Vazquez","","","","","Coleoptera","(Fabricius, 1787)"
156,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Israel","","Bat Yam ","",NA,NA,32,"34.73","20_04_1919","Bitinsky-Salz","palaearctic","NMPC; Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
158,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"Holotypus",NA,NA,1,"Israel","","Tel Aviv ","",NA,NA,32.11,"34.78","","","palaearctic","MVR; Magistretti (1941: MSNM, 1967), Bologna (1981)","specimen","Holotype","","","","","Coleoptera","(Fabricius, 1787)"
161,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Foggia Gargano Torre Spinale","",NA,NA,41.93,"16.08","","","palaearctic","Angelini (1987), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
162,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Foggia Ischitella Foce Varano","",NA,NA,41.91,"15.79","07_07_2021","R. Vanzini","palaearctic","MAB, FEI","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
163,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Foggia Isola Varano ","",NA,NA,41.91,"15.69","01_04_2014","","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
164,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Foggia, Rodi Garganico, lido Chalet sul Mare","",NA,NA,41.921667,"15.8325","28_06_2022","V. Filippini D. Lucente","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
165,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Lecce Casalabate ","",NA,NA,40.49,"18.11","","","palaearctic","Coll. Angelini, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
166,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Lecce Gallipoli ","",NA,NA,40.06,"17.99","","","palaearctic","Magistretti (1962a, 1962b, 1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
167,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Taranto Chiatona ","",NA,NA,40.51,"17.06","","","palaearctic","MZUCT, Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
168,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Taranto S. Pietro Bevagna ","",NA,NA,40.3,"17.68","","","palaearctic","Coll. Angelini, Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
169,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Apulia","Taranto, Massafra, Chiatona","",NA,NA,40.470556,"16.948889","03_07_2022","V. Filippini D. Lucente","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
171,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Basilicata","Matera Policoro ","",NA,NA,40.18,"16.71","","","palaearctic","Coll. Angelini; Bologna (1977, 1981), Angelini & Montemurro (1986), Giffi (1991), Angelini (2020)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
172,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Basilicata","Matera Policoro Casco Pantano Res. 5 Km","",NA,NA,40.16,"16.69","17_06_2006","P. Kresl","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
173,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Basilicata","Matera Sinni River (mouth probably) ","",NA,NA,40.15,"16.68","","","palaearctic","Magistretti (1962a)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
175,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Calabria","Catanzaro Nicotera marina duna ","",NA,NA,38.53,"15.93","13_06_1989","P. Audisio","palaearctic","MAB, Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
176,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Calabria","Cosenza Foce F. Crati ","",NA,NA,39.7,"16.52","","","palaearctic","Magistretti (1962a, 1962b, 1967), Giffi (1991)","specimen","on Eryngium maritimum","","","","","Coleoptera","(Fabricius, 1787)"
177,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Calabria","Cosenza Verbicaro-Lao ","",NA,NA,39.77,"15.79","","B. Palm","palaearctic","Vazquez database","specimen","Museum of Zoology and Entomology, Lund University","","","","","Coleoptera","(Fabricius, 1787)"
180,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Calabria","Reggio Calabria Brancaleone litorale","",NA,NA,37.96,"16.1","","","palaearctic","Petagna (1787)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
182,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Caserta Foce F. Garigliano ","",NA,NA,41.22,"13.76","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
183,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Caserta Foce F. Volturno ","",NA,NA,41.02,"13.92","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
184,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Caserta L. del Fusaro ","",NA,NA,40.82,"14.04","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
185,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Caserta L. di Patria ","",NA,NA,40.93,"14.01","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
186,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Caserta, Castel Volturno","",NA,NA,40.923056,"14.019444","01_07_2022","V. Filippini D. Lucente","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
187,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Caserta, Lido Bikini","",NA,NA,41.014167,"13.935556","01_07_2022","V. Filippini D. Lucente","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
188,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Salerno Battipaglia Spineta Nuova","",NA,NA,40.57,"14.88","","","palaearctic","MAB, Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
189,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Campania","Salerno foci del fiume Mingardo ","",NA,NA,40.03,"15.31","24_07_1991","P. Audisio","palaearctic","MAB, Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
192,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Circeo Caprolace dunes","",NA,NA,41.34,"12.96","16_07_1977","M. Bologna","palaearctic","MAB, MZUR, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
193,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Circeo Torre Paola dune","",NA,NA,41.24,"13.03","27_05_1977","M. Bologna","palaearctic","MAB, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
194,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Gaeta ","",NA,NA,41.21,"13.56","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
195,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Lago Coprolace ","",NA,NA,41.34,"12.96","08_06_1978","G. Carpaneto","palaearctic","MAB, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
196,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Lago Lungo ","",NA,NA,41.27,"13.39","","","palaearctic","MZUCT, Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
198,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Minturno ","",NA,NA,41.24,"13.73","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
199,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Sabaudia ","",NA,NA,41.29,"13.01","01_06_2021","E. Capogna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
200,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Sabaudia ","",NA,NA,41.29,"13.01","","","palaearctic","MAB, Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
201,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Sabaudia Sacremento","",NA,NA,41.33,"12.98","18_05_2003","S. Carloni","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
202,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Sacremento Duna Lago di Coprolace","",NA,NA,41.34,"12.96","08_06_2002","S. Carloni","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
203,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Latina Sperlonga ","",NA,NA,41.26,"13.41","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
205,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Castel Porziano Duna ""0 Bis""","",NA,NA,41.69,"12.35","23_05_1997","F. De Salvo, M. Bologna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
206,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Castel Porziano Duna ""1""","",NA,NA,41.69,"12.35","23_05_1997","F. De Salvo, M. Bologna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
207,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Castel Porziano Duna ""2C""","",NA,NA,41.69,"12.35","23_05_1997","F. De Salvo, M. Bologna","palaearctic","MAB; Bologna (2001: generically Castelporziano dunes)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
208,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Fiumicino ","",NA,NA,41.78,"12.22","","","palaearctic","MZUR, Magistretti (1942, 1967), Bologna (1981, 2001), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
209,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Focene ","",NA,NA,41.8,"12.21","","","palaearctic","Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
210,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Fregene ","",NA,NA,41.85,"12.18","","","palaearctic","Binaghi (1964)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
211,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Ladispoli Torre Flavia, dune","",NA,NA,41.96,"12.04","19_06_2021-01_07_2021","E. Silvia, De Michelis","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
212,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Maccarese ","",NA,NA,41.87,"12.18","","","palaearctic","MZUR, Magistretti (1942, 1967), Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
214,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Roma Torvaianica Sabbie d'Oro","",NA,NA,41.57,"12.5","07_07_1969","Colonnelli","palaearctic","MAB; Bologna (1981),  Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
