"id","family","subfamily","tribe","genus","subgenus","species","subspecies","usage_key","det","typus","num_m","num_f","num_nosex","nation","region","location","altitude","lat","long","given_lat","given_long","date","collector","biog_reg","source","record_type","notes","collection_id","stage","preservation","localisation","tax_order","author_year"
215,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Viterbo Montalto di Castro ","",NA,NA,42.33,"11.57","22_06_2021","E. Capogna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
216,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Latium","Viterbo Tarquinia Spiaggia","",NA,NA,42.21,"11.7","","","palaearctic","MZUR, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
217,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardi nia","Sassari Spiaggia di Porto Ferro ","",NA,NA,40.68,"8.2","22-25_06_2021","M. A. Bologna, A. Riccieri","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
218,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Nuoro Bosa ","",NA,NA,40.28,"8.48","","","palaearctic","Magistretti (1967), Giffi (1991), Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
219,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Nuoro Capo Comino  ","",NA,NA,40.54,"9.79","27_6-3_7_2004","Cornacchia-Scaglioni","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
220,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Nuoro Capo Comino Baronia","",NA,NA,40.54,"9.79","01_07_2001","","palaearctic","Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
221,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Nuoro, La Caletta, Spiaggia S'Arenarju","",NA,NA,40.600278,"9.751389","17_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
222,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Nuoro, Lotzorai, Spiaggia di Isula Manna","",NA,NA,39.956389,"9.684722","16_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
223,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Nuoro, Siniscola, Spiaggia di Capo Comino","",NA,NA,40.541944,"9.798056","17_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
224,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Olbia Tempio Pausania Golfo Aranci ","",NA,NA,40.99,"9.62","","","palaearctic","Magistretti (1942, 1967), Giffi (1991), Bologna & Montalto (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
225,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Oristano Narbolia Isola Arenas","",NA,NA,40.06,"8.46","24_06_2021","M. A. Bologna, A. Riccieri","palaearctic","MAB; Bologna (2010), Bologna & Montalto (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
226,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Oristano Pistis ","",NA,NA,39.68946167,"8.451855","04_01_2022","","palaearctic","inaturalist","photo","","","","","","Coleoptera","(Fabricius, 1787)"
228,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari  S. Teresa ","",NA,NA,41.23,"9.18","06_1968","Palm","palaearctic","Vazquez database","specimen","Museum of Zoology and Entomology, Lund University","","","","","Coleoptera","(Fabricius, 1787)"
229,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari Alghero  La Nurra, Porto Ferro","",NA,NA,40.68,"8.2","04_07_1999","","palaearctic","Montalto & Bologna, 2011","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
230,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari Isola Rossa Porto Torres","",NA,NA,40.97514696,"8.855401576","06_06_2020","","palaearctic","inaturalist","photo","","","","","","Coleoptera","(Fabricius, 1787)"
231,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari Platamona ","",NA,NA,40.81,"8.47","03_07_2004","","palaearctic","MVR; Magistretti (1967), Bologna (1981), Giffi (1991), Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
232,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari Porto Torres Marina di Sorso","",NA,NA,40.82,"8.54","05_08_2021","N. Patelli","palaearctic","MAB, RP; Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
233,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari Santa Teresa di Gallura ","",NA,NA,41.24,"9.18","23_06_2012","","palaearctic","FNM","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
234,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sassari Sorso ","",NA,NA,40.82,"8.54","","","palaearctic","Magistretti (1967), Bologna & Montalto (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
235,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Arbus dune di Scivu","",NA,NA,39.49,"8.41","16_06_2013","","palaearctic","FEI","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
236,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Arbus Marina di Arbus","",NA,NA,39.6,"8.47","14_07_2006","","palaearctic","Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
237,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Arbus Piscinas","",NA,NA,39.54,"8.44","10_06_2004","","palaearctic","Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
238,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Arbus Piscinas","",NA,NA,39.54,"8.44","25_05_2006","","palaearctic","Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
239,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Buggerru foce Rio Mannu, dune","",NA,NA,39.43,"8.41","14_06_2004","G. Nardi, D. Birtele, P. Cerretti, M. Tisato, D. Whitmore, ","palaearctic","MAB, Montalto & Bologna (2011)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
241,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Is. di San Pietro ","",NA,NA,39.14,"8.27","18_06_1985","","palaearctic","MVR","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
242,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardegna Isola di S. Antioco Calasetta","",NA,NA,39.08,"8.35","27_05_2017","R. Rattu","palaearctic","RP","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
244,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardinia, Arbus, Spiaggia di Piscinas","",NA,NA,39.540833,"8.449167","16_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
245,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardinia, Buggerru, Spiaggia di Portixeddu","",NA,NA,39.441111,"8.411389","15_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
246,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardinia, Teulada, Spiaggia di Porto Pino","",NA,NA,39.441111,"8.616944","15_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
247,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sardinia","Sud Sardinia, Villaputzu, Spiaggia Foxi de sa Carina","",NA,NA,39.424444,"9.625278","16_06_2022","A. Riccieri, V. Filippini, E. Erbani","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
249,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Caltanissetta, Sikania Resort, a N di Marina di Butera","",NA,NA,37.1,"14.09","27_06_2022","M. Bologna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
250,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Bauso ","",NA,NA,38.24,"15.42","","","palaearctic","Vitale (1906)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
252,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Foce Corsari ","",NA,NA,38.29,"15.55","","","palaearctic","Museo VR, Magistretti (1967), Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
253,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Ganzirri ","",NA,NA,38.25,"15.6","","","palaearctic","Vitale (1904)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
255,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Rodia ","",NA,NA,38.27,"15.47","","","palaearctic","Vitale (1906)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
256,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Tarantonio ","",NA,NA,38.25,"15.46","","","palaearctic","Vitale (1906)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
257,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Torre del faro ","",NA,NA,38.26,"15.65","","","palaearctic","Vitale (1904, 1906)","specimen","On Euphorbia","","","","","Coleoptera","(Fabricius, 1787)"
258,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Messina Villafranca ","",NA,NA,38.24,"15.42","","","palaearctic","MZUR, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
259,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Palemo Isola delle femmine ","",NA,NA,38.2,"13.24","","","palaearctic","Arnone & Vazquez (1998)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
263,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Palermo Palermo (Scopello) ","",NA,NA,38.07,"12.81","","R. Alliata","palaearctic","Vazquez database","specimen","Museo Regionale di Science Naturali di Torino","","","","","Coleoptera","(Fabricius, 1787)"
265,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Ragusa Punta Braccetto, duna ","",NA,NA,36.83,"14.45","12_06_2021","M. A. Bologna, C. Marangoni","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
266,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Ragusa, Ippar, Scoglitti, Dune. ","",NA,NA,36.87,"14.43","27_06_2022","M. Bologna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
267,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Ragusa, Marina di Acate, Dune. ","",NA,NA,36.97,"14.36","27_06_2022","M. Bologna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
268,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Ragusa, Pozzallo, Grottelle, Dune ","",NA,NA,36.73,"14.87","28-30_06_2022","M. Bologna","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
270,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,2,"Italy","Sicily","Siracusa Capo Passero Porto Palo","",NA,NA,36.67,"15.13","04_06_1992","M. Bologna","palaearctic","MAB","specimen","2 exx","","","","","Coleoptera","(Fabricius, 1787)"
271,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Trapani Castellammare ","",NA,NA,38.03,"12.87","","","palaearctic","Arnone & Vazquez (1998)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
272,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Trapani Foce del Belice ","",NA,NA,37.58,"12.86","28_05_2013","","palaearctic","FEI","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
273,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Trapani Marinella di Selinunte Foce del Modione","",NA,NA,37.58,"12.82","12_06_1919","M. Pavesi","palaearctic","RP","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
274,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Trapani Scopello ","",NA,NA,38.07,"12.82","","","palaearctic","Arnone & Vazquez (1998)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
275,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Sicily","Trapani Selinunte ","",NA,NA,37.58,"12.82","","","palaearctic","MZUCT, Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
277,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Grosseto Albinia loc. Calametta","",NA,NA,42.49,"11.19","01_07_1974","Liberto","palaearctic","MAB, Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
278,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Grosseto Ansedonia La Feniglia","",NA,NA,42.41,"11.24","18_06_1976","","palaearctic","Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
279,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Grosseto M. Uccellina Torre Collelungo ","",NA,NA,42.63,"11.06","10-18_7_1987","","palaearctic","MVR","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
281,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Grosseto, Capalbio, Spiaggia Oasi WWF Lago di Burano","",NA,NA,42.39,"11.37","27_05_2022","A. Riccieri, V. Filippini, E. Erbani, L. Spagoni","palaearctic","MAB","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
282,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Livorno Cecina ","",NA,NA,43.3,"10.48","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
283,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Lucca Marina di Pietrasanta ","",NA,NA,43.92,"10.19","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
284,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Lucca Viareggio ","",NA,NA,43.84,"10.24","","","palaearctic","MCZR on Euphorbia; NMPC; Magistretti (1962a, 1967), Bologna (1981), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
285,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Massa Carrara Ronchi ","",NA,NA,43.98,"10.12","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
286,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Italy","Tuscany","Pisa Tombolo ","",NA,NA,43.6,"10.28","","","palaearctic","Magistretti (1967), Giffi (1991)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
289,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Montenegro","","Ulciny Ulciny ","",NA,NA,41.9,"19.24","","","palaearctic","Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
290,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Casablanca-Saettat","Casablanca Casablanca ","",NA,NA,33.6,"-7.61","06_05_1926","Lindberg","palaearctic","Vazquez database","specimen","Museum of Zoology, Helsinki","","","","","Coleoptera","(Fabricius, 1787)"
291,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Casablanca-Saettat","Casablanca Magazan ","",NA,NA,33.27,"-8.39","","Escalera","palaearctic","NMPC;Švhila (2005) ","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
293,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Casablanca-Saettat","El  Jadida El Jadida  25-35km N Azzemour","",NA,NA,33.44,"-8.04","11-12_5_2004","G. Sama","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
294,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Casablanca-Saettat","El  Jadida El Jadida env. ","",NA,NA,33.44,"-8.04","19_05_2007","V. Novák","palaearctic","NMPC","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
295,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Laâyoune-Sakia El Hamra","Tarfaya Cabo Juby ","",NA,NA,27.94,"-12.92","","","palaearctic","Martenez de la Escalera (1914)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
297,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Rabat","Kénitra  Foret de la Mamora ","0-50",NA,NA,34.21,"-6.69","20-21_5_2005","","palaearctic","NMPC","specimen","this record must be considered as beach along th forest","","","","","Coleoptera","(Fabricius, 1787)"
298,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Rabat","Kénitra  Moulay-Bousselham","",NA,NA,34.88,"-6.29","","","palaearctic","Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
299,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Rabat","Kenitra, Plage du Sidi Boughaba","",NA,NA,34.215098,"-6.694575","30_5_2022","R. Poloni","palaearctic","RP","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
301,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Rabat","Rabat  Mamora foret","",NA,NA,34.21,"-6.69","01_06_1976","Z. Taborsky","palaearctic","NMPC; Švhila (2005)","specimen","this record must be considered as beach along the forest","","","","","Coleoptera","(Fabricius, 1787)"
302,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Tanger-Ttetouan-Hal Hoceima","Larache 40 Km S Larache, 0-20 m ","",NA,NA,34.85,"-6.3","23-24_4_1989","Zool. Mus. Copenhagen Exp","palaearctic","Vazquez database","specimen","Zoological Museum University Copenhagen","","","","","Coleoptera","(Fabricius, 1787)"
303,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Tanger-Ttetouan-Hal Hoceima","Larache Larache ","",NA,NA,35.2,"-6.15","","","palaearctic","Vazquez database","specimen","Museo Nacional de Ciencias Naturales, Madrid","","","","","Coleoptera","(Fabricius, 1787)"
304,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Tanger-Ttetouan-Hal Hoceima","Tanger Tanger ","",NA,NA,35.78,"-5.81","06_2006","Escalera","palaearctic","Vazquez database","specimen","Museo Nacional de Ciencias Naturales, Madrid","","","","","Coleoptera","(Fabricius, 1787)"
307,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","Tanger-Ttetouan-Hal Hoceima","Tetouan Ras el Aswad ","",NA,NA,35.78,"-5.36","","","palaearctic","Vazquez database","specimen","Museo Nacional de Ciencias Naturales, Madrid","","","","","Coleoptera","(Fabricius, 1787)"
310,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Morocco","","? Desembocadura del Lucus ","",NA,NA,35.25,"-6.16","06_2023","Gil","palaearctic","Vazquez database","specimen","Museo Nacional de Ciencias Naturales, Madrid","","","","","Coleoptera","(Fabricius, 1787)"
312,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Albufeira Albufeira ","",NA,NA,37.08,"-8.25","04_06_1971","Dahl","palaearctic","Vazquez database","specimen","Museum of Zoology and Entomology, Lund University","","","","","Coleoptera","(Fabricius, 1787)"
313,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Alvor Lagos ","",NA,NA,37.10511746,"-8.666618202","23_06_2021","","palaearctic","inaturalist","photo","","","","","","Coleoptera","(Fabricius, 1787)"
314,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Alvor Ria do Alvor ","",NA,NA,37.04,"-8.66","16_05_1982","A. Zuzarte","palaearctic","Vazquez database","specimen","A. Zuzarte coll.","","","","","Coleoptera","(Fabricius, 1787)"
315,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Faro Carrapateira 20km N Sagres","",NA,NA,37.18,"-8.91","09_08_2001","Schmid-Egger","palaearctic","NMPC; Švhila (2005)","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
316,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Faro Ihla do Farol ","",NA,NA,36.97,"-7.86","21_07_2015","J. Lehnertova","palaearctic","Vazquez database","specimen","O. Konvicka coll.","","","","","Coleoptera","(Fabricius, 1787)"
317,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Faro Quinta do Lago ","",NA,NA,37.023439,"-8.022143","19_07_2015","","palaearctic","inaturalist","photo","","","","","","Coleoptera","(Fabricius, 1787)"
318,"Oedemeridae","Oedemerinae","Stenostomatini","Stenostoma",NA,"rostratum",NA,9182787,NA,"",NA,NA,NA,"Portugal","Algarve","Faro Quinta do Lago ","",NA,NA,37.03,"-8.04","15_06_2013","","palaearctic","GBIF","specimen","","","","","","Coleoptera","(Fabricius, 1787)"
